Method,Mean_Loss,Median_Loss,Std_Loss,Total_Loss,Rel_MSFE
bates_granger_mv,8.063764555207765,0.49000000000112,17.373375186234252,249.9767012114407,0.9433865323746281
cov_only,8.252840428685538,0.3437073034370229,18.0321001869381,255.83805328925166,0.9655066763117057
recent_best,8.366716519262896,0.6400000000000001,17.63699454208782,259.36821209714975,0.9788291350063576
graph_only,8.378492933162818,0.4788374638116065,18.352083461094242,259.73328092804735,0.9802068674781819
mult_tilt,8.412737800097808,0.35508422163683295,18.046184340521858,260.79487180303204,0.9842132029866469
full_gcsr,8.438391153902577,0.3474142364353283,18.052974039961892,261.5901257709799,0.9872144102173356
bates_granger,8.507018615909011,0.4382620742208525,18.201360169348387,263.71757709317933,0.9952431941636761
equal,8.54767826175053,0.45562499999999917,18.20813592770088,264.9780261142664,0.999999999999883
rs_selection,8.601696190385136,0.48999999999999994,18.56203494827492,266.6525819019392,1.0063196024674117
median,8.702983800484798,0.26215805719964547,18.38235650200911,269.79249781502875,1.0181693243448595
